toCheck,checked,checkedOld,checkedAlt,explanation,wordType,originalWordGender,originalWordNumb,wordID
entrebâillé,entrebâillé‧e,entrebâillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7902
entrebâillée,entrebâillé‧e,entrebâillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7903
entrebâillées,entrebâillé‧e‧s,entrebâillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7904
entrebâillés,entrebâillé‧e‧s,entrebâillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7905
entrecloses,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7906
entrecoupé,entrecoupé‧e,entrecoupé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7907
entrecoupée,entrecoupé‧e,entrecoupé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7908
entrecoupées,entrecoupé‧e‧s,entrecoupé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7909
entrecoupés,entrecoupé‧e‧s,entrecoupé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7910
entrelacé,entrelacé‧e,entrelacé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7911
entrelacée,entrelacé‧e,entrelacé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7912
entrelacées,entrelacé‧e‧s,entrelacé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7913
entrelacés,entrelacé‧e‧s,entrelacé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7914
entrelardé,entrelardé‧e,entrelardé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7915
entreposé,entreposé‧e,entreposé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7916
entreposée,entreposé‧e,entreposé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7917
entreposées,entreposé‧e‧s,entreposé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7918
entreposés,entreposé‧e‧s,entreposé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7919
entreprenant,,entreprenant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7920
entreprenante,,entreprenant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7921
entreprenantes,,entreprenant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7922
entreprenants,,entreprenant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7923
entretenu,entretenu‧e,entretenu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7924
entretenue,entretenu‧e,entretenu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7925
entretenues,entretenu‧e‧s,entretenu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7926
entretenus,entretenu‧e‧s,entretenu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7927
entropiques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7928
entrouvert,,entrouvert‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7929
entrouverte,,entrouvert‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7930
entrouvertes,,entrouvert‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7931
entrouverts,,entrouvert‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7932
enturbanné,enturbanné‧e,enturbanné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7933
enturbannée,enturbanné‧e,enturbanné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7934
enturbannées,enturbanné‧e‧s,enturbanné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7935
enturbannés,enturbanné‧e‧s,enturbanné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7936
énumérative,énumératif‧ve,énumératif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7937
envahi,,envahi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7938
envahie,,envahi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7939
envahies,,envahi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7940
envahis,,envahi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7941
envahissant,,envahissant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7942
envahissante,,envahissant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7943
envahissantes,,envahissant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7944
envahissants,,envahissant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7945
enveloppant,,enveloppant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7946
enveloppante,,enveloppant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7947
enveloppantes,,enveloppant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7948
enveloppants,,enveloppant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7949
enveloppé,enveloppé‧e,enveloppé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7950
enveloppée,enveloppé‧e,enveloppé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7951
enveloppées,enveloppé‧e‧s,enveloppé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7952
enveloppés,enveloppé‧e‧s,enveloppé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7953
envenimé,envenimé‧e,envenimé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7954
envenimée,envenimé‧e,envenimé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7955
envieuse,,envieux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7956
envieuses,,envieux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7957
envieux,,envieux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,7958
environnant,,environnant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7959
environnante,,environnant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7960
environnantes,,environnant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7961
environnants,,environnant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7962
environnemental,,environnemental‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7963
environnementale,,environnementale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7964
environnementaux,,environnementaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7965
envisagé,envisagé‧e,envisagé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7966
envisageables,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7967
envisagée,envisagé‧e,envisagé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7968
envisagées,envisagé‧e‧s,envisagé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7969
envisagés,envisagé‧e‧s,envisagé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7970
envoûtant,,envoûtant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7971
envoûtante,,envoûtant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7972
envoûtantes,,envoûtant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7973
envoûtants,,envoûtant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7974
envoûté,envoûté‧e,envoûté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7975
envoûtée,envoûté‧e,envoûté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7976
envoûtés,envoûté‧e‧s,envoûté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7977
éolien,éolien‧ne,éolien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7978
éolienne,éolienne,éolien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7979
éoliennes,éolien‧ne‧s,éolien‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7980
éoliens,éolien‧ne‧s,éolien‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7981
épagomènes,,épagomèn‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7982
épais,épais‧e,épais‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,7983
épaisse,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7984
épaisses,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7985
épanoui,,épanoui‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7986
épanouie,,épanoui‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7987
épanouies,,épanoui‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7988
épanouis,,épanoui‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7989
épanouissant,,épanouissant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7990
épanouissante,,épanouissant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7991
épanouissantes,,épanouissant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7992
épargnant,,épargnant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7993
épargnantes,,épargnant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7994
éparpillé,éparpillé‧e,éparpillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,7995
éparpillée,éparpillé‧e,éparpillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,7996
éparpillées,éparpillé‧e‧s,éparpillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,7997
éparpillés,éparpillé‧e‧s,éparpillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,7998
épars,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,7999
éparse,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8000
éparses,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8001
épastrouillant,,épastrouillant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8002
épatant,,épatant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8003
épatante,,épatant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8004
épatantes,,épatant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8005
épatants,,épatant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8006
épaté,épaté‧e,épaté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8007
épatée,épaté‧e,épaté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8008
épatés,épaté‧e‧s,épaté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8009
épateur,,épateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8010
épateurs,,épateur‧trice‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8011
épaulé,épaulé‧e,épaulé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8012
épaulés,épaulé‧e‧s,épaulé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8013
éperdu,éperdu‧e,éperdu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8014
éperdue,éperdu‧e,éperdu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8015
éperdues,éperdu‧e‧s,éperdu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8016
éperdus,éperdu‧e‧s,éperdu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8017
éphésiens,éphésien‧ne‧s,éphésien‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8018
épicé,épicé‧e,épicé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8019
épicée,épicé‧e,épicé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8020
épicées,épicé‧e‧s,épicé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8021
épicés,épicé‧e‧s,épicé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8022
épicrânienne,épicrânienne,épicrânien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8023
épicurien,épicurien‧ne,épicurien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8024
épicurienne,épicurienne,épicurien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8025
épicuriens,épicurien‧ne‧s,épicurien‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8026
épidémiologique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8027
épidural,,épidural‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8028
épidurale,,épidurale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8029
épigastrique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8030
épileptiforme,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8031
épineuse,,épineux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8032
épineuses,,épineux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8033
épineux,,épineux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,8034
épinglé,épinglé‧e,épinglé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8035
épinglées,épinglé‧e‧s,épinglé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8036
épinglés,épinglé‧e‧s,épinglé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8037
épinière,épinier‧ère,épinier‧ère,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8038
épiphane,,épiphan‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8039
épiphysaire,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8040
épiscopal,,épiscopal‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8041
épiscopale,,épiscopale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8042
épiscopales,,épiscopaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8043
épiscopalien,épiscopalien‧ne,épiscopalien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8044
épiscopalienne,épiscopalienne,épiscopalien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8045
épiscopaux,,épiscopaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8046
épistémologique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8047
épithélial,,épithélial‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8048
épithéliale,,épithéliale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8049
épithète,,épithèt‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8050
éploré,éploré‧e,éploré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8051
éplorée,éploré‧e,éploré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8052
éplorées,éploré‧e‧s,éploré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8053
éplorés,éploré‧e‧s,éploré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8054
époustouflant,,époustouflant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8055
époustouflante,,époustouflant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8056
époustouflantes,,époustouflant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8057
époustouflants,,époustouflant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8058
épouvanté,épouvanté‧e,épouvanté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8059
épouvantée,épouvanté‧e,épouvanté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8060
épouvantées,épouvanté‧e‧s,épouvanté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8061
épouvantés,épouvanté‧e‧s,épouvanté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8062
époxy,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8063
épris,,épri‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8064
éprise,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8065
éprises,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8066
éprouvant,,éprouvant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8067
éprouvante,,éprouvant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8068
éprouvantes,,éprouvant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8069
éprouvants,,éprouvant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8070
éprouvé,éprouvé‧e,éprouvé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8071
éprouvée,éprouvé‧e,éprouvé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8072
éprouvées,éprouvé‧e‧s,éprouvé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8073
éprouvés,éprouvé‧e‧s,éprouvé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8074
épuisant,,épuisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8075
épuisante,,épuisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8076
épuisantes,,épuisant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8077
épuisants,,épuisant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8078
épuisé,épuisé‧e,épuisé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8079
épuisée,épuisé‧e,épuisé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8080
épuisées,épuisé‧e‧s,épuisé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8081
épuisés,épuisé‧e‧s,épuisé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8082
épurative,épuratif‧ve,épuratif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8083
équarri,,équarri‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8084
équarrie,,équarri‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8085
équarries,,équarri‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8086
équarris,,équarri‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8087
équatorial,,équatorial‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8088
équatoriale,,équatoriale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8089
équatoriaux,,équatoriaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8090
équatoriennes,équatorien‧ne‧s,équatorien‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8091
équeutées,équeuté‧e‧s,équeuté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8092
équidistant,,équidistant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8093
équidistante,,équidistant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8094
équidistantes,,équidistant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8095
équidistants,,équidistant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8096
équilatéral,,équilatéral‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8097
équilatéraux,,équilatéraux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8098
équilibrante,,équilibrant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8099
équilibré,équilibré‧e,équilibré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8100
équilibrée,équilibré‧e,équilibré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8101
équilibrées,équilibré‧e‧s,équilibré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8102
équilibrés,équilibré‧e‧s,équilibré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8103
équin,,équin‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8104
équine,,équin‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8105
équipé,équipé‧e,équipé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8106
équipés,équipé‧e‧s,équipé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8107
équivalent,,équivalent‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8108
équivalente,,équivalent‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8109
équivalentes,,équivalent‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8110
équivalents,,équivalent‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8111
éradicateur,,éradicateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8112
éraillé,éraillé‧e,éraillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8113
éraillée,éraillé‧e,éraillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8114
éraillées,éraillé‧e‧s,éraillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8115
éraillés,éraillé‧e‧s,éraillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8116
érectiles,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8117
éreintant,,éreintant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8118
éreintante,,éreintant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8119
éreintants,,éreintant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8120
éreinté,éreinté‧e,éreinté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8121
éreintée,éreinté‧e,éreinté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8122
éreintées,éreinté‧e‧s,éreinté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8123
éreintés,éreinté‧e‧s,éreinté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8124
ergoté,ergoté‧e,ergoté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8125
ergoteur,,ergoteur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8126
ergoteurs,,ergoteur‧trice‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8127
ergoteuse,,ergoteur‧teuse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8128
érodé,érodé‧e,érodé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8129
érodée,érodé‧e,érodé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8130
érodées,érodé‧e‧s,érodé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8131
érodés,érodé‧e‧s,érodé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8132
érogène,,érogèn‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8133
érotomane,,érotoman‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8134
errant,,errant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8135
errante,,errant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8136
errantes,,errant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8137
errants,,errant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8138
erroné,erroné‧e,erroné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8139
erronée,erroné‧e,erroné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8140
erronées,erroné‧e‧s,erroné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8141
erronés,erroné‧e‧s,erroné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8142
érudit,,érudit‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8143
érudite,,érudit‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8144
érudites,,érudit‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8145
érudits,,érudit‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8146
éruptive,éruptif‧ve,éruptif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8147
éruptives,éruptif‧ve‧s,éruptif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8148
érythémateux,,érythémateux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,8149
escamotable,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8150
escamotables,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8151
escarpé,escarpé‧e,escarpé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8152
escarpée,escarpé‧e,escarpé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8153
escarpées,escarpé‧e‧s,escarpé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8154
