toCheck,checked,checkedOld,checkedAlt,explanation,wordType,originalWordGender,originalWordNumb,wordID
escarpés,escarpé‧e‧s,escarpé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8155
eskimo,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8156
eskimos,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8157
espacé,espacé‧e,espacé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8158
espacée,espacé‧e,espacé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8159
espacées,espacé‧e‧s,espacé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8160
espacés,espacé‧e‧s,espacé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8161
espagnol,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8162
espagnole,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8163
espagnoles,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8164
espagnols,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8165
esquimau,esquimau‧e,esquimau‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8166
esquimaude,,esquimaude,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8167
esquimaudes,,esquimaud‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8168
esquimaux,,esquimaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8169
esquinté,esquinté‧e,esquinté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8170
esquintée,esquinté‧e,esquinté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8171
esquintés,esquinté‧e‧s,esquinté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8172
essential,,essential‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8173
essentiel,,essentiel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8174
essentielle,,essentiel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8175
essentielles,,essentiel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8176
essentiels,,essentiel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8177
esseulé,esseulé‧e,esseulé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8178
esseulée,esseulé‧e,esseulé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8179
esseulées,esseulé‧e‧s,esseulé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8180
esseulés,esseulé‧e‧s,esseulé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8181
essoré,essoré‧e,essoré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8182
essorée,essoré‧e,essoré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8183
essorés,essoré‧e‧s,essoré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8184
essoufflé,essoufflé‧e,essoufflé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8185
essoufflée,essoufflé‧e,essoufflé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8186
essoufflées,essoufflé‧e‧s,essoufflé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8187
essoufflés,essoufflé‧e‧s,essoufflé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8188
est-africain,,est-africain‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8189
est-allemand,,est-allemand,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8190
est-allemande,,est-allemande,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8191
est-allemands,,est-allemand‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8192
estampillé,estampillé‧e,estampillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8193
estampillées,estampillé‧e‧s,estampillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8194
estampillés,estampillé‧e‧s,estampillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8195
estival,,estival‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8196
estivale,,estivale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8197
estivales,,estivaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8198
estivaux,,estivaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8199
estompé,estompé‧e,estompé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8200
estompée,estompé‧e,estompé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8201
estompées,estompé‧e‧s,estompé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8202
estompés,estompé‧e‧s,estompé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8203
estonien,estonien‧ne,estonien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8204
estropié,estropié‧e,estropié‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8205
estropiée,estropié‧e,estropié‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8206
estropiés,estropié‧e‧s,estropié‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8207
estudiantin,,estudiantin‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8208
estudiantine,,estudiantin‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8209
estudiantines,,estudiantines,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8210
estudiantins,,estudiantins,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8211
établi,,établi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8212
établie,,établi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8213
établies,,établi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8214
établis,,établi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8215
étagé,étagé‧e,étagé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8216
étagée,étagé‧e,étagé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8217
étagées,étagé‧e‧s,étagé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8218
étagés,étagé‧e‧s,étagé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8219
étales,,étaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8220
étalonnés,étalonné‧e‧s,étalonné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8221
étamé,étamé‧e,étamé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8222
éteint,,éteint‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8223
éteinte,,éteint‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8224
éteintes,,éteint‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8225
éteints,,éteint‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8226
étendu,étendu‧e,étendu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8227
étendus,étendu‧e‧s,étendu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8228
éternel,,éternel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8229
éternelle,,éternel‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8230
éternelles,,éternel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8231
éternels,,éternel‧le‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8232
éthéré,éthéré‧e,éthéré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8233
éthérée,éthéré‧e,éthéré‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8234
éthérées,éthéré‧e‧s,éthéré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8235
éthérés,éthéré‧e‧s,éthéré‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8236
éthérique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8237
éthiopien,éthiopien‧ne,éthiopien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8238
éthiopienne,éthiopienne,éthiopien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8239
éthiopiennes,éthiopien‧ne‧s,éthiopien‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8240
éthiopiens,éthiopien‧ne‧s,éthiopien‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8241
ethmoïdal,,ethmoïdal‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8242
ethmoïdaux,,ethmoïdaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8243
ethnographique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8244
ethnologiques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8245
étincelant,,étincelant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8246
étincelante,,étincelant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8247
étincelantes,,étincelant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8248
étincelants,,étincelant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8249
étiologique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8250
étirable,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8251
étoffé,étoffé‧e,étoffé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8252
étoffée,étoffé‧e,étoffé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8253
étoffées,étoffé‧e‧s,étoffé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8254
étoffés,étoffé‧e‧s,étoffé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8255
étoilé,étoilé‧e,étoilé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8256
étoilée,étoilé‧e,étoilé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8257
étoilées,étoilé‧e‧s,étoilé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8258
étoilés,étoilé‧e‧s,étoilé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8259
étonnant,,étonnant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8260
étonnante,,étonnant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8261
étonnantes,,étonnant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8262
étonnants,,étonnant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8263
étonné,étonné‧e,étonné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8264
étonnée,étonné‧e,étonné‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8265
étonnées,étonné‧e‧s,étonné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8266
étonnés,étonné‧e‧s,étonné‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8267
étouffant,,étouffant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8268
étouffante,,étouffant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8269
étouffantes,,étouffant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8270
étouffants,,étouffant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8271
étouffé,étouffé‧e,étouffé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8272
étouffés,étouffé‧e‧s,étouffé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8273
étourdi,,étourdi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8274
étourdie,,étourdi‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8275
étourdies,,étourdi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8276
étourdis,,étourdi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8277
étourdissant,,étourdissant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8278
étourdissante,,étourdissant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8279
étourdissantes,,étourdissant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8280
étourdissants,,étourdissant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8281
étranger,étranger‧ère,étranger‧ère,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8282
étrangère,étranger‧ère,étranger‧ère,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8283
étrangères,étranger‧ère‧s,étranger‧ère‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8284
étrangers,étranger‧ère‧s,étranger‧ère‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8285
étranglé,étranglé‧e,étranglé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8286
étranglée,étranglé‧e,étranglé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8287
étranglées,étranglé‧e‧s,étranglé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8288
étranglés,étranglé‧e‧s,étranglé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8289
étrangleur,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8290
étrangleurs,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8291
étrangleuse,,étrangleux‧euse,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8292
étrangleuses,,étrangleux‧euses,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8293
étriqué,étriqué‧e,étriqué‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8294
étriquée,étriqué‧e,étriqué‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8295
étriquées,étriqué‧e‧s,étriqué‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8296
étriqués,étriqué‧e‧s,étriqué‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8297
étroit,,étroit‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8298
étroite,,étroit‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8299
étroites,,étroit‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8300
étroits,,étroit‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8301
étrusque,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8302
étudiant,,étudiant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8303
étudiante,,étudiant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8304
étudiantes,,étudiant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8305
étudiants,,étudiant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8306
étudié,étudié‧e,étudié‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8307
étudiée,étudié‧e,étudié‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8308
étudiées,étudié‧e‧s,étudié‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8309
étudiés,étudié‧e‧s,étudié‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8310
eucharistiques,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8311
euclidien,euclidien‧ne,euclidien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8312
euclidienne,euclidienne,euclidien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8313
euclidiens,euclidien‧ne‧s,euclidien‧ne‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,8314
eues,eu‧e‧s,eu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,8315
eugénique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,8316
euphonique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,8317
